"fips","State_FIPS_Code","county","state","datetime","log_rolled_cases.x","shifted_time","log_rolled_cases.y","LAT","LON","State_of_emergency","Date_closed_K.12_schools","Closed_day_cares","Date_banned_visitors_to_nursing_homes","Closed_non.essential_businesses","Closed_restaurants_except_take_out","Closed_gyms","Closed_movie_theaters","Closed_Bars","Stay_at_home._shelter_in_place","Religious_Gatherings_Exempt_Without_Clear_Social_Distance_Mandate.","End.relax_stay_at_home.shelter_in_place","Began_to_reopen_businesses_statewide","Reopen_restaurants","Initially_reopen_restaurants_for_outdoor_dining_only","Reopened_gyms","Reopened_movie_theaters","Reopened_hair_salons.barber_shops","Reopen_non.essential_construction","Reopen_Religious_gatherings","Reopen_non.essential_retail","Reopen_bars","Reopen_Childcare","Resumed_elective_medical_procedures","Begin_to_Re.Close_Bars","Re.Close_Bars_.statewide.","Re.Close_Movie_Theaters_.statewide.","Re.Close_Gyms_.statewide.","Re.Close_Indoor_Dining_.Statewide.","Mandate_face_mask_use_by_all_individuals_in_public_spaces","Face_mask_mandate_enforced_by_fines","Face_mask_mandate_enforced_by_criminal_charge.citation","No_legal_enforcement_of_face_mask_mandate","Mandate_face_mask_use_by_employees_in_public.facing_businesses","Mandate_quarantine_for_those_entering_the_state_from_specific_states","Mandate_quarantine_for_all_individuals_entering_the_state_from_another_state","Date_all_mandated_quarantines_ended","Alcohol.Liquor_Stores_Open","Allow_restaurants_to_sell_takeout_alcohol","Allow_restaurants_to_deliver_alcohol","Keep_Firearms_Sellers_Open","Stop_Initiation_of_Evictions_overall_or_due_to_COVID_related_issues","Stop_enforcement_of_evictions_overall_or_due_to_COVID_related_issues","Renter_grace_period_or_use_of_security_deposit_to_pay_rent","Order_freezing_utility_shut_offs","Froze_mortgage_payments","Lift_Eviction_Moratorium","Prior_to_pandemic._no_state_unemployment_waiting_period._or_date_waiting_period_waived_not_found","Waived_one_week_waiting_period_for_unemployment_insurance","Waive_work_search_requirement_for_unemployment_insurance","Expand_eligibility_of_unemployment_insurance_to_anyonewho_is_quarantined_and.or_taking_care_of_someone_who_is_quarantined","Expand_eligibility_to_high.risk_individuals_in_preventative_quarantine","Expand_eligibility_of_unemployment_insurance_to_those_who_have_lost_childcare.school_closures","Extend_the_amount_of_time_an_individual_can_be_on_unemployment_insurance","Weekly_unemployment_insurance_maximum_amount_.dollars.","Weekly_unemployment_insurance_maximum_amount_with_extra_stimulus_.through_July_21._2020._.dollars.","Unemployment_insurance_maximum_duration_.weeks.","Unemployment_insurance_maximum_duration_with_Pandemic_Emergency_Unemployment_Compensation_CARES_extension_.weeks.","SNAP_Waiver.Emergency_Allotments_to_Current_SNAP_Households","SNAP_Waiver.Pandemic_EBT","SNAP_Waiver.Temporary_Suspension_of_Claims_Collection","X2020_Q1_SNAP_ABAWD_Time_Limit_Waiver","Modify_Medicaid_requirements_with_1135_waivers_.date_of_CMS_approval.","Reopened_ACA_enrollment_using_a_special_enrollment_period","State_previously_allowed_audio.only_telehealth","Allow_audio.only_telehealth","Allow.expand_Medicaid_telehealth_coverage","State_had_CHIP_premium_non.payment_lock.out_period_as_of_January_2019","Supend_CHIP_premium_non.payment_lock.outs","Suspended_elective_medical.dental_procedures","Made_Effort_to_Limit_Abortion_Access","Stopped_personal_visitation_in_state_prisons","Stopped_in.person_attorney_visits_in_state_prisons","Does_not_charge_copays_for_incarcerated_individuals","Waived_COVID.respiratory_illness.related_copays_during_pandemic_for_incarcerated_individuals","Waived_all_copays_during_pandemic_for_incarcerated_individuals","Did_not_waive_copays_for_incarcerated_individuals","Use_of_telemedicine.telephone_evaluations_to_initiate_buprenorphine_prescribing","Patients_can_receive_14.28_take.home_doses_of_opioid_medication","Home_delivery_of_take.home_medication_by_opioid_treatment_programs","Use_of_telemedicine_for_schedule_II.V_prescriptions","Exceptions_to_emergency_oral_prescriptions","Waive_requirement_to_obtain_separate_DEA_registration_to_dispense_outside_home_state","Paid_sick_leave","Medicaid_Expansion","Population_density_per_square_miles","Population_2018","Square_Miles","Number_Homeless_.2019.","Percent_Unemployed_.2018.","Percent_living_under_the_federal_poverty_line_.2018.","Percent_at_risk_for_serious_illness_due_to_COVID","All.cause_deaths_2018","cutoff","t0.lm","r.lm","shifted_log_rolled_cases"
36119,36,"Westchester","New York","2020-03-17",5.29473954520015,2,4.96284463025991,41.152686,-73.745753,15,4,0,9,0,6,6,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,6,0,0,0,0,9,1,0,0,10,0,0,0,1,0,504,1104,26,39,0,0,0,1,0,6,0,7,21,0,0,2,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,358.21,19542209,54555,92091,5,13.6,36.9,157183,60,35.5708826448704,0.262846368071324,0.331894914940245
36119,36,"Westchester","New York","2020-03-18",5.55627633754761,3,4.96284463025991,41.152686,-73.745753,15,4,0,9,0,6,6,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,6,0,0,0,0,9,1,0,0,10,0,0,0,1,0,504,1104,26,39,0,0,0,1,0,6,0,7,21,0,0,2,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,358.21,19542209,54555,92091,5,13.6,36.9,157183,60,35.5708826448704,0.262846368071324,0.593431707287705
36119,36,"Westchester","New York","2020-03-21",6.48898779963409,6,4.96284463025991,41.152686,-73.745753,15,4,0,9,0,6,6,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,6,0,0,0,0,9,1,0,0,10,0,0,0,1,0,504,1104,26,39,0,0,0,1,0,6,0,7,21,0,0,2,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,358.21,19542209,54555,92091,5,13.6,36.9,157183,60,35.5708826448704,0.262846368071324,1.52614316937419
36119,36,"Westchester","New York","2020-03-20",6.18444339837592,5,4.96284463025991,41.152686,-73.745753,15,4,0,9,0,6,6,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,6,0,0,0,0,9,1,0,0,10,0,0,0,1,0,504,1104,26,39,0,0,0,1,0,6,0,7,21,0,0,2,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,358.21,19542209,54555,92091,5,13.6,36.9,157183,60,35.5708826448704,0.262846368071324,1.22159876811602
36119,36,"Westchester","New York","2020-03-16",5.07784880568313,1,4.96284463025991,41.152686,-73.745753,15,4,0,9,0,6,6,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,6,0,0,0,0,9,1,0,0,10,0,0,0,1,0,504,1104,26,39,0,0,0,1,0,6,0,7,21,0,0,2,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,358.21,19542209,54555,92091,5,13.6,36.9,157183,60,35.5708826448704,0.262846368071324,0.11500417542322
36119,36,"Westchester","New York","2020-03-15",4.96284463025991,0,4.96284463025991,41.152686,-73.745753,15,4,0,9,0,6,6,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,6,0,0,0,0,9,1,0,0,10,0,0,0,1,0,504,1104,26,39,0,0,0,1,0,6,0,7,21,0,0,2,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,358.21,19542209,54555,92091,5,13.6,36.9,157183,60,35.5708826448704,0.262846368071324,0
36119,36,"Westchester","New York","2020-03-19",5.86281915768909,4,4.96284463025991,41.152686,-73.745753,15,4,0,9,0,6,6,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,6,0,0,0,0,9,1,0,0,10,0,0,0,1,0,504,1104,26,39,0,0,0,1,0,6,0,7,21,0,0,2,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,358.21,19542209,54555,92091,5,13.6,36.9,157183,60,35.5708826448704,0.262846368071324,0.89997452742918
53033,53,"King","Washington","2020-03-16",5.80556516896614,1,5.63121178182137,47.490599,-121.833996,22,5,0,6,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,4,0,4,0,0,0,4,1,1,1,0,0,790,1390,26,39,0,0,0,1,3,12,0,0,0,1,0,3,0,9,0,0,1,0,0,0,0,0,0,0,0,1,1,105.69,7535591,71298,21577,4.3,10.3,35.1,56877,60,11.3392942594124,0.132576128714298,0.174353387144778
53033,53,"King","Washington","2020-03-19",6.18620862390049,4,5.63121178182137,47.490599,-121.833996,22,5,0,6,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,4,0,4,0,0,0,4,1,1,1,0,0,790,1390,26,39,0,0,0,1,3,12,0,0,0,1,0,3,0,9,0,0,1,0,0,0,0,0,0,0,0,1,1,105.69,7535591,71298,21577,4.3,10.3,35.1,56877,60,11.3392942594124,0.132576128714298,0.554996842079128
53033,53,"King","Washington","2020-03-20",6.31432414255198,5,5.63121178182137,47.490599,-121.833996,22,5,0,6,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,4,0,4,0,0,0,4,1,1,1,0,0,790,1390,26,39,0,0,0,1,3,12,0,0,0,1,0,3,0,9,0,0,1,0,0,0,0,0,0,0,0,1,1,105.69,7535591,71298,21577,4.3,10.3,35.1,56877,60,11.3392942594124,0.132576128714298,0.683112360730617
53033,53,"King","Washington","2020-03-17",5.93715920225044,2,5.63121178182137,47.490599,-121.833996,22,5,0,6,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,4,0,4,0,0,0,4,1,1,1,0,0,790,1390,26,39,0,0,0,1,3,12,0,0,0,1,0,3,0,9,0,0,1,0,0,0,0,0,0,0,0,1,1,105.69,7535591,71298,21577,4.3,10.3,35.1,56877,60,11.3392942594124,0.132576128714298,0.305947420429074
53033,53,"King","Washington","2020-03-15",5.63121178182137,0,5.63121178182137,47.490599,-121.833996,22,5,0,6,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,4,0,4,0,0,0,4,1,1,1,0,0,790,1390,26,39,0,0,0,1,3,12,0,0,0,1,0,3,0,9,0,0,1,0,0,0,0,0,0,0,0,1,1,105.69,7535591,71298,21577,4.3,10.3,35.1,56877,60,11.3392942594124,0.132576128714298,0
53033,53,"King","Washington","2020-03-18",6.05376843044414,3,5.63121178182137,47.490599,-121.833996,22,5,0,6,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,4,0,4,0,0,0,4,1,1,1,0,0,790,1390,26,39,0,0,0,1,3,12,0,0,0,1,0,3,0,9,0,0,1,0,0,0,0,0,0,0,0,1,1,105.69,7535591,71298,21577,4.3,10.3,35.1,56877,60,11.3392942594124,0.132576128714298,0.422556648622773
53033,53,"King","Washington","2020-03-21",6.44639986021423,6,5.63121178182137,47.490599,-121.833996,22,5,0,6,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,4,0,4,0,0,0,4,1,1,1,0,0,790,1390,26,39,0,0,0,1,3,12,0,0,0,1,0,3,0,9,0,0,1,0,0,0,0,0,0,0,0,1,1,105.69,7535591,71298,21577,4.3,10.3,35.1,56877,60,11.3392942594124,0.132576128714298,0.815188078392868
53061,53,"Snohomish","Washington","2020-03-20",5.56779909878439,5,4.66478589566244,48.070464,-121.936784,22,5,0,6,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,4,0,4,0,0,0,4,1,1,1,0,0,790,1390,26,39,0,0,0,1,3,12,0,0,0,1,0,3,0,9,0,0,1,0,0,0,0,0,0,0,0,1,1,105.69,7535591,71298,21577,4.3,10.3,35.1,56877,60,27.439121352406,0.176558520784675,0.903013203121947
53061,53,"Snohomish","Washington","2020-03-18",5.25526073422637,3,4.66478589566244,48.070464,-121.936784,22,5,0,6,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,4,0,4,0,0,0,4,1,1,1,0,0,790,1390,26,39,0,0,0,1,3,12,0,0,0,1,0,3,0,9,0,0,1,0,0,0,0,0,0,0,0,1,1,105.69,7535591,71298,21577,4.3,10.3,35.1,56877,60,27.439121352406,0.176558520784675,0.590474838563923
53061,53,"Snohomish","Washington","2020-03-19",5.41990268815416,4,4.66478589566244,48.070464,-121.936784,22,5,0,6,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,4,0,4,0,0,0,4,1,1,1,0,0,790,1390,26,39,0,0,0,1,3,12,0,0,0,1,0,3,0,9,0,0,1,0,0,0,0,0,0,0,0,1,1,105.69,7535591,71298,21577,4.3,10.3,35.1,56877,60,27.439121352406,0.176558520784675,0.755116792491714
53061,53,"Snohomish","Washington","2020-03-21",5.71561693230321,6,4.66478589566244,48.070464,-121.936784,22,5,0,6,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,4,0,4,0,0,0,4,1,1,1,0,0,790,1390,26,39,0,0,0,1,3,12,0,0,0,1,0,3,0,9,0,0,1,0,0,0,0,0,0,0,0,1,1,105.69,7535591,71298,21577,4.3,10.3,35.1,56877,60,27.439121352406,0.176558520784675,1.05083103664076
53061,53,"Snohomish","Washington","2020-03-15",4.66478589566244,0,4.66478589566244,48.070464,-121.936784,22,5,0,6,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,4,0,4,0,0,0,4,1,1,1,0,0,790,1390,26,39,0,0,0,1,3,12,0,0,0,1,0,3,0,9,0,0,1,0,0,0,0,0,0,0,0,1,1,105.69,7535591,71298,21577,4.3,10.3,35.1,56877,60,27.439121352406,0.176558520784675,0
53061,53,"Snohomish","Washington","2020-03-16",4.85314571300348,1,4.66478589566244,48.070464,-121.936784,22,5,0,6,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,4,0,4,0,0,0,4,1,1,1,0,0,790,1390,26,39,0,0,0,1,3,12,0,0,0,1,0,3,0,9,0,0,1,0,0,0,0,0,0,0,0,1,1,105.69,7535591,71298,21577,4.3,10.3,35.1,56877,60,27.439121352406,0.176558520784675,0.188359817341037
53061,53,"Snohomish","Washington","2020-03-17",5.05806398766736,2,4.66478589566244,48.070464,-121.936784,22,5,0,6,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,4,0,4,0,0,0,4,1,1,1,0,0,790,1390,26,39,0,0,0,1,3,12,0,0,0,1,0,3,0,9,0,0,1,0,0,0,0,0,0,0,0,1,1,105.69,7535591,71298,21577,4.3,10.3,35.1,56877,60,27.439121352406,0.176558520784675,0.39327809200492
